Reservation_PK,ClientID_FK,Hotel_FK,Flight_FK,Localisation_FK,Temps_FK,Total_Prix,Status_Reservation,Méthode_Paiement,Note_Client
13666,2019024,1873,0,6992036,810,5588,4899999999998,1,Virement bancaire,5
13667,2019025,0,0,0,1465,6793,0799999999999,-1,PayPal,2
13668,2019026,0,0,6992049,1746,2130,5900000000001,0,PayPal,2
13669,2019027,0,0,6992036,44,4968,1700000000001,-1,Espèces,4
13670,2019028,1858,0,6992036,886,5970,8000000000002,0,PayPal,3
13671,2019029,0,0,0,492,962,54999999999995,0,Carte bancaire,2
13672,2019030,1858,0,6992036,1186,1241,23,0,Virement bancaire,3
13673,2019031,0,0,6992049,52,7199,1899999999996,-1,Virement bancaire,1
13674,2018815,0,0,6992049,223,333,44999999999999,-1,Espèces,2
13675,2019032,0,0,6992049,303,4812,4899999999998,-1,PayPal,2
13676,2018643,0,0,6992049,1023,4891,5799999999999,1,PayPal,1
13677,2019033,1877,0,6992036,155,516,48000000000002,0,PayPal,4
13678,2019034,1876,0,6992036,358,3841,5700000000002,1,PayPal,2
13679,2019035,1883,0,6992036,1613,4926,0500000000002,-1,Carte bancaire,4
13680,2019036,1869,0,6992036,698,1519,46,-1,Espèces,5
13681,2019037,1858,0,6992036,1208,5005,6999999999998,0,Carte bancaire,2
13682,2019038,1883,0,6992036,991,909,07000000000005,1,Virement bancaire,2
13683,2019039,0,0,0,1241,4113,9499999999998,1,Espèces,4
13684,2019040,1860,0,6992049,1379,6729,8699999999999,0,PayPal,5
13685,2019041,1861,0,6992049,1236,3084,5100000000002,1,Carte bancaire,4
13686,2019042,1876,0,6992036,1133,3386,9099999999999,0,Virement bancaire,3
13687,2019043,0,0,0,834,6866,96,0,Espèces,4
13688,2019044,0,0,6992049,701,4545,3000000000002,0,Virement bancaire,4
13689,2019045,1876,0,6992036,1790,2459,21,0,PayPal,2
13690,2019046,1858,0,6992036,1782,3493,6900000000001,1,Espèces,1
13691,2019047,1877,0,6992036,1776,1845,01,0,Virement bancaire,3
13692,2019048,1883,0,6992036,1206,5581,3400000000001,0,Espèces,1
13693,2019049,0,0,0,731,6953,4099999999999,0,PayPal,1
13694,2019050,1861,0,6992049,857,5809,04,0,Espèces,2
13695,2019051,1877,0,6992036,625,4047,9000000000001,-1,Espèces,5
13696,2019052,1860,0,6992049,1357,4024,8200000000002,-1,Espèces,5
13697,2019053,0,0,6992036,1212,6835,5,1,PayPal,1
13698,2019054,0,0,6992036,1575,729,34000000000003,1,PayPal,4
13699,2019055,1877,0,6992036,706,1163,4100000000001,1,Carte bancaire,1
13700,2019056,1876,0,6992036,716,3708,27,0,Carte bancaire,2
13701,2019057,0,0,6992049,1225,3426,8600000000001,0,Espèces,5
13702,2019058,0,0,6992036,706,922,46000000000004,-1,Carte bancaire,2
13703,2019059,1877,0,6992036,294,7156,3199999999997,-1,Virement bancaire,4
13704,2019060,1876,0,6992036,1495,3262,9299999999998,0,Virement bancaire,4
13705,2019061,1861,0,6992049,654,576,13,1,PayPal,2
13706,2019062,1861,0,6992049,1306,5507,04,1,Carte bancaire,5
13707,2019063,0,0,6992036,1183,3464,29,-1,Carte bancaire,1
13708,2019064,1876,0,6992036,1077,681,08000000000004,0,Carte bancaire,5
13709,2019065,0,0,6992049,913,1863,8,1,Carte bancaire,5
13710,2019066,1876,0,6992036,1347,4299,4099999999999,1,PayPal,2
13711,2019067,1860,0,6992049,1083,4522,9499999999998,1,Espèces,2
13712,2019068,0,0,6992049,775,6107,0900000000001,-1,Espèces,4
13713,2019069,1857,0,6992049,1359,5333,9700000000003,0,Carte bancaire,1
13714,2019070,0,0,6992049,264,4148,6499999999996,-1,PayPal,1
13715,2019071,1858,0,6992036,155,6950,1800000000003,-1,PayPal,1
13716,2019072,1858,0,6992036,1779,5834,3699999999999,1,Espèces,3
13717,2019073,1861,0,6992049,738,2997,0700000000002,1,Espèces,1
13718,2019074,1877,0,6992036,1457,2549,46,-1,PayPal,1
13719,2019075,0,0,6992036,1651,6210,3999999999996,1,PayPal,1
13720,2019076,0,0,6992049,1762,5238,2399999999998,1,Espèces,5
13721,2017972,1883,0,6992036,1702,5925,29,1,Espèces,1
13722,2019077,1876,0,6992036,1028,4954,9099999999999,0,Carte bancaire,3
13723,2019078,0,0,6992049,723,6821,6099999999997,1,PayPal,3
13724,2019079,1861,0,6992049,79,5058,9799999999996,0,Virement bancaire,1
13725,2019080,1858,0,6992036,1539,1939,75,1,Virement bancaire,4
13726,2019081,1876,0,6992036,688,5556,04,0,Virement bancaire,5
13727,2019082,1869,0,6992036,1451,6160,6599999999999,0,Virement bancaire,1
13728,2019083,0,0,6992049,301,6464,6000000000004,0,Espèces,4
13729,2019084,0,0,6992036,1116,6410,1800000000003,0,Espèces,2
13730,2019085,0,0,6992036,1761,687,73000000000002,0,Espèces,5
13731,2019086,1876,0,6992036,388,1132,1199999999999,1,Carte bancaire,1
13732,2019087,1869,0,6992036,1486,3091,8299999999999,1,Espèces,3
13733,2019088,0,157,0,775,5932,3599999999997,-1,Espèces,3
13734,2019089,0,155,0,1707,3870,3800000000001,0,Virement bancaire,5
13735,2019090,0,176,0,1198,2704,3200000000002,-1,Espèces,5
13736,2019091,0,159,0,490,4132,9799999999996,-1,Espèces,1
13737,2019092,0,176,0,843,2440,6100000000001,0,Carte bancaire,2
13738,2019093,0,154,0,279,6362,3199999999997,0,PayPal,1
13739,2019094,0,133,0,1387,3840,7600000000002,1,Virement bancaire,4
13740,2019095,0,133,0,937,6161,2399999999998,0,Carte bancaire,5
13741,2019096,0,133,0,1596,1191,3900000000001,-1,Espèces,3
13742,2019097,0,158,0,1036,1894,8099999999999,0,Espèces,3
13743,2019098,0,155,0,1387,5266,6800000000003,-1,PayPal,1
13744,2019099,0,154,0,855,6432,6800000000003,1,PayPal,3
13745,2019100,0,155,0,1173,385,27999999999997,-1,PayPal,1
13746,2019101,0,43,0,1546,369,92000000000002,-1,PayPal,3
13747,2019102,0,0,0,151,2277,0100000000002,0,PayPal,5
13748,2019103,0,43,0,1070,7038,9099999999999,-1,PayPal,1
13749,2019104,0,157,0,852,2707,7600000000002,-1,Carte bancaire,1
13750,2019105,0,159,0,1295,1434,8599999999999,1,Carte bancaire,2
13751,2019106,0,176,0,1484,6252,4799999999996,0,Carte bancaire,4
13752,2019107,0,133,0,1595,1486,05,1,Espèces,2
13753,2019108,0,154,0,1526,7433,75,1,Carte bancaire,3
13754,2019109,0,133,0,1578,7491,3400000000001,0,Virement bancaire,5
13755,2019110,0,159,0,564,1050,4000000000001,1,PayPal,1
13756,2019111,0,155,0,1031,6877,2200000000003,0,Carte bancaire,4
13757,2019112,0,163,0,1765,4112,0900000000001,0,Espèces,5
13758,2019113,0,155,0,48,2064,0500000000002,-1,PayPal,2
13759,2019114,0,43,0,206,5236,6499999999996,-1,Espèces,3
13760,2019115,0,158,0,1519,2515,4899999999998,1,Virement bancaire,2
13761,2019116,0,0,0,691,5001,1000000000004,0,Carte bancaire,2
13762,2019117,0,157,0,889,1939,48,1,Espèces,4
13763,2019118,0,159,0,309,3888,6900000000001,0,Carte bancaire,5
13764,2019119,0,157,0,226,170,03,1,PayPal,1
13765,2019120,0,163,0,551,5858,96,0,PayPal,1
13766,2019121,0,158,0,1000,3015,73,0,Virement bancaire,3
13767,2019122,0,157,0,1615,6915,1099999999997,-1,Virement bancaire,2
13768,2019123,0,155,0,1490,2606,1799999999998,0,Carte bancaire,4
13769,2019124,0,154,0,529,6949,5100000000002,0,Espèces,1
13770,2019125,0,154,0,867,1816,3299999999999,0,PayPal,2
13771,2019126,0,176,0,1298,3869,5100000000002,-1,Espèces,3
13772,2019127,0,159,0,1648,2192,8000000000002,-1,Espèces,5
13773,2019128,0,176,0,248,448,69999999999999,-1,Carte bancaire,5
13774,2019129,0,159,0,453,3333,1100000000001,1,Espèces,1
13775,2019130,0,163,0,110,4062,0999999999999,0,Virement bancaire,4
13776,2019131,0,155,0,483,3552,7600000000002,-1,PayPal,1
13777,2019132,0,43,0,41,6470,2600000000002,0,Carte bancaire,5
13778,2019133,0,163,0,577,578,83000000000004,0,PayPal,5
13779,2019134,0,157,0,1082,5242,71,-1,PayPal,3
13780,2019135,0,163,0,212,3146,8099999999999,0,Carte bancaire,4
13781,2019136,0,0,0,1640,4175,71,1,PayPal,5
13782,2019137,0,154,0,710,6997,8000000000002,0,PayPal,4
13783,2019138,0,176,0,1279,529,54999999999995,1,Espèces,5
13784,2019139,0,154,0,367,2993,7800000000002,0,Espèces,1
13785,2019140,0,154,0,1149,7302,0100000000002,-1,PayPal,5
13786,2019141,0,43,0,752,6469,8599999999997,1,Espèces,2
13787,2019142,0,133,0,1768,2669,9499999999998,1,Virement bancaire,5
13788,2019143,0,163,0,1393,6118,6400000000003,1,PayPal,2
13789,2019144,0,163,0,1291,6631,0699999999997,-1,Espèces,3
13790,2019145,0,163,0,534,6851,8900000000003,1,Carte bancaire,5
13791,2019146,0,154,0,1068,6511,1899999999996,-1,PayPal,5
13792,2019147,0,154,0,605,2889,7399999999998,1,PayPal,2
13793,2019148,0,176,0,1133,3497,1900000000001,-1,Espèces,1
13794,2019149,0,159,0,1038,7157,7200000000003,-1,Espèces,5
13795,2019150,0,159,0,518,2269,96,1,Espèces,1
13796,2019151,0,163,0,105,2408,9000000000001,-1,Virement bancaire,3
13797,2019152,0,157,0,1741,5832,9700000000003,-1,PayPal,4
13798,2019153,0,154,0,653,1065,8399999999999,-1,Espèces,3
13799,2019154,0,163,0,235,6517,0200000000004,0,Virement bancaire,4
13800,2019155,0,43,0,856,2239,6300000000001,1,Carte bancaire,2
13801,2019156,0,159,0,1548,1529,8,0,PayPal,5
13802,2019157,0,163,0,1501,534,73000000000002,1,PayPal,2
13803,2019158,0,158,0,686,2950,0599999999999,1,Carte bancaire,5
13804,2019159,0,155,0,1153,4448,9700000000003,0,Espèces,5
13805,2019160,0,159,0,1208,5269,7799999999997,-1,PayPal,1
13806,2019161,0,154,0,1280,6256,5299999999997,0,Virement bancaire,3
13807,2019162,0,43,0,384,2329,4699999999998,-1,Virement bancaire,4
13808,2019163,0,157,0,1477,3650,4899999999998,1,Espèces,5
13809,2019164,0,0,0,1741,1691,1,Virement bancaire,3
13810,2019165,0,43,0,1786,2466,8099999999999,0,Espèces,1
13811,2019166,0,163,0,298,5579,6599999999999,-1,Espèces,5
13812,2019167,0,159,0,841,835,90999999999997,1,Carte bancaire,5
13813,2019168,0,157,0,1207,4512,3500000000004,-1,Espèces,1
13814,2019169,0,43,0,1129,2046,78,1,Virement bancaire,5
13815,2019170,0,163,0,825,991,75,0,Carte bancaire,4
13816,2019171,0,157,0,1423,4931,6599999999999,1,Carte bancaire,3
13817,2019172,0,155,0,1600,3725,8800000000001,1,PayPal,5
13818,2019173,0,158,0,1488,4483,2200000000003,0,Espèces,3
13819,2019174,0,0,0,588,4713,6999999999998,0,PayPal,5
13820,2019175,0,157,0,1008,239,94999999999999,0,PayPal,4
13821,2019176,0,154,0,967,5574,8900000000003,1,PayPal,1
13822,2019177,0,158,0,978,4986,2399999999998,1,Carte bancaire,4
13823,2019178,0,158,0,1427,2848,6799999999998,-1,Carte bancaire,2
13824,2019179,0,0,0,538,4075,8400000000001,1,Virement bancaire,2
13825,2019180,0,43,0,1211,3895,5900000000001,0,PayPal,5
13826,2019181,0,155,0,1193,1333,47,-1,PayPal,5
13827,2019182,0,0,0,714,7002,9899999999998,1,Virement bancaire,3
13828,2019183,0,163,0,194,3404,1399999999999,1,PayPal,3
13829,2018454,0,43,0,1356,2868,6900000000001,1,PayPal,4
13830,2019184,0,163,0,1303,5964,3599999999997,-1,Virement bancaire,2
13831,2019185,0,154,0,1466,2955,8499999999999,1,Carte bancaire,1
13832,2019186,0,154,0,780,5510,2200000000003,0,PayPal,5
13833,2019187,0,157,0,669,4011,7800000000002,-1,Espèces,3
13834,2019188,0,0,0,711,2157,6700000000001,-1,PayPal,2
13835,2019189,0,154,0,242,3755,6799999999998,0,Virement bancaire,2
13836,2019190,0,158,0,1151,6180,8699999999999,-1,Espèces,2
13837,2019191,0,154,0,1475,2523,9400000000001,-1,PayPal,5
13838,2019192,0,43,0,196,4348,6499999999996,-1,PayPal,1
13839,2019193,0,159,0,264,6341,4899999999998,-1,PayPal,2
13840,2019194,0,159,0,123,1679,99,-1,PayPal,5
13841,2019195,0,0,0,499,2926,5500000000002,-1,Carte bancaire,2
13842,2019196,0,157,0,1209,7076,3199999999997,-1,Virement bancaire,3
13843,2019197,0,157,0,91,5106,3100000000004,0,Espèces,2
13844,2019198,0,158,0,857,7395,9700000000003,0,Espèces,1
13845,2019199,0,155,0,426,6652,0699999999997,1,Carte bancaire,3
13846,2019200,0,155,0,1375,6685,3599999999997,0,Carte bancaire,2
13847,2019201,0,0,0,453,7303,8999999999996,0,Virement bancaire,3
13848,2019202,0,155,0,461,7491,4700000000003,0,Espèces,1
13849,2019203,0,133,0,430,1266,27,-1,Carte bancaire,5
13850,2019204,0,157,0,1698,3830,1900000000001,1,PayPal,4
13851,2019205,0,176,0,770,4693,1499999999996,0,Carte bancaire,3
13852,2019206,0,157,0,1457,3176,1199999999999,0,Espèces,1
13853,2019207,0,0,0,787,3826,8000000000002,0,PayPal,3
13854,2019208,0,133,0,1755,6077,0900000000001,0,Carte bancaire,1
13855,2019209,0,159,0,731,3019,3699999999999,1,Espèces,1
13856,2019210,0,158,0,10,7054,8800000000001,-1,Carte bancaire,3
13857,2019211,0,159,0,1154,691,53999999999996,0,Virement bancaire,2
13858,2019212,0,154,0,1244,2965,3499999999999,-1,PayPal,4
13859,2019213,0,43,0,577,5718,5900000000001,-1,Virement bancaire,5
13860,2019214,0,163,0,1222,5192,0600000000004,1,PayPal,2
13861,2019215,0,43,0,929,6673,3999999999996,1,Carte bancaire,2
13862,2019216,0,157,0,758,4633,3800000000001,1,Carte bancaire,5
13863,2019217,0,154,0,1536,6304,8500000000004,-1,Espèces,4
13864,2019218,0,163,0,1094,1777,1199999999999,0,Carte bancaire,3
13865,2019219,0,176,0,1127,6024,54,1,Virement bancaire,2
13866,2019220,0,163,0,1199,2928,75,-1,PayPal,1
13867,2019221,0,163,0,1040,3768,1399999999999,1,Carte bancaire,1
13868,2019222,0,154,0,1223,396,55000000000001,-1,Carte bancaire,2
13869,2019223,0,0,0,917,4946,5200000000004,1,Carte bancaire,2
13870,2019224,0,43,0,242,2705,2199999999998,1,Virement bancaire,2
13871,2019225,0,133,0,583,1705,1700000000001,0,PayPal,5
13872,2019226,0,176,0,531,1838,01,-1,Virement bancaire,1
13873,2019227,0,0,0,1401,859,76999999999998,-1,Carte bancaire,4
13874,2019228,0,163,0,313,4183,3699999999999,-1,Espèces,5
13875,2019229,0,159,0,588,7108,4099999999999,0,Espèces,2
13876,2019230,0,133,0,53,4430,4499999999998,0,Carte bancaire,2
13877,2019231,0,163,0,1197,6342,0299999999997,-1,Carte bancaire,3
13878,2019232,0,176,0,276,5512,4499999999998,1,Virement bancaire,2
13879,2019233,0,133,0,1738,4290,8999999999996,0,Espèces,3
13880,2019234,0,43,0,1031,4577,7299999999996,-1,Espèces,1
13881,2019235,0,158,0,1660,1547,3399999999999,1,PayPal,2
13882,2019236,0,43,0,721,240,08000000000001,1,PayPal,4
13883,2019237,0,176,0,1805,499,68000000000001,1,Espèces,2
13884,2019238,0,154,0,1511,3306,6199999999999,0,Carte bancaire,1
13885,2019239,0,0,0,225,2560,04,1,Virement bancaire,5
13886,2019240,0,133,0,1805,6821,8199999999997,1,Carte bancaire,2
13887,2019241,0,133,0,1380,7034,7399999999998,1,Virement bancaire,3
13888,2019242,0,157,0,1613,893,69000000000005,-1,Carte bancaire,5
13889,2019243,0,163,0,862,7332,1599999999999,0,PayPal,5
13890,2019244,0,43,0,1762,2200,8499999999999,1,Espèces,1
13891,2019245,0,154,0,1149,996,11000000000001,1,Espèces,4
13892,2019246,0,159,0,85,931,50999999999999,1,Espèces,3
13893,2019247,0,155,0,1583,1034,51,-1,Virement bancaire,4
13894,2019248,0,163,0,706,277,64999999999998,0,Espèces,1
13895,2019249,0,133,0,680,1178,46,1,PayPal,5
13896,2019250,0,154,0,411,6228,6999999999998,-1,Virement bancaire,2
13897,2019251,0,133,0,1089,1504,8399999999999,1,PayPal,5
13898,2019252,0,159,0,165,609,51999999999998,0,Virement bancaire,1
13899,2019253,0,154,0,1374,2319,6599999999999,0,Espèces,2
13900,2019254,0,0,0,1384,3360,1100000000001,1,Carte bancaire,2
13901,2019255,0,176,0,1784,3459,-1,Carte bancaire,3
13902,2019256,0,176,0,1103,7007,1300000000001,-1,Espèces,1
13903,2019257,0,163,0,294,6011,4700000000003,0,Espèces,4
13904,2019258,0,176,0,537,235,47,-1,Virement bancaire,4
13905,2019259,0,155,0,30,479,31,1,PayPal,5
13906,2019260,0,0,0,153,1145,6700000000001,1,Carte bancaire,3
13907,2019261,0,0,0,17,5811,71,0,Virement bancaire,1
13908,2019262,0,133,0,1613,4013,54,1,Espèces,1
13909,2019263,0,155,0,391,3044,8800000000001,-1,PayPal,3
13910,2019264,0,163,0,1409,484,58999999999997,-1,PayPal,1
13911,2019265,0,0,0,660,1991,76,1,Espèces,3
13912,2019266,0,176,0,1162,6533,96,-1,Espèces,2
13913,2019267,0,163,0,834,416,06,1,Espèces,3
13914,2019268,0,157,0,469,2359,6900000000001,-1,Espèces,2
13915,2019269,0,155,0,718,2638,5500000000002,1,Carte bancaire,5
13916,2019270,0,176,0,1701,7044,7700000000004,0,Espèces,5
13917,2019271,0,159,0,1171,7022,9499999999998,1,Carte bancaire,1
13918,2019272,0,155,0,1567,2655,1500000000001,0,Carte bancaire,5
13919,2019273,0,133,0,1458,2710,9299999999998,0,PayPal,4
13920,2019274,0,176,0,839,2502,6999999999998,-1,PayPal,2
13921,2019275,0,155,0,176,3504,6100000000001,0,Espèces,5
13922,2019276,0,163,0,1187,1088,3199999999999,1,PayPal,2
13923,2019277,0,43,0,938,5470,3199999999997,0,Espèces,1
13924,2019278,0,43,0,1498,6728,4799999999996,-1,PayPal,1
13925,2019279,0,155,0,624,4155,8900000000003,1,Virement bancaire,3
13926,2019280,0,0,0,1148,6190,6499999999996,-1,PayPal,2
13927,2019281,0,154,0,47,3669,52,-1,Espèces,4
13928,2019282,0,133,0,1510,4633,5200000000004,0,Espèces,3
13929,2019283,0,155,0,1501,6464,3599999999997,1,Virement bancaire,5
13930,2019284,0,159,0,1009,404,99000000000001,-1,Espèces,1
13931,2019285,0,154,0,773,6601,5799999999999,1,Carte bancaire,1
13932,2019286,0,163,0,677,2960,3899999999999,1,Carte bancaire,4
13933,2019287,0,0,0,1496,4671,5900000000001,-1,Virement bancaire,1
13934,2019288,1876,0,6992036,377,5889,6700000000001,1,PayPal,5
13935,2019289,1869,0,6992036,1470,2462,5999999999999,0,Espèces,3
13936,2019290,0,0,6992036,676,7095,1300000000001,1,Espèces,1
13937,2019291,1877,0,6992036,687,5490,7200000000003,1,Espèces,3
13938,2019292,1883,0,6992036,44,6683,2399999999998,1,Carte bancaire,1
13939,2019293,1860,0,6992049,830,2881,46,-1,Espèces,3
13940,2019294,0,0,6992049,1664,6642,8100000000004,-1,Espèces,3
13941,2019295,1877,0,6992036,1276,982,39999999999998,0,Carte bancaire,1
13942,2019296,1860,0,6992049,1225,4871,5200000000004,-1,Virement bancaire,3
13943,2019297,0,0,6992036,749,6131,1000000000004,-1,Virement bancaire,4
13944,2019298,1858,0,6992036,1267,6323,9099999999999,-1,PayPal,3
13945,2019299,1873,0,6992036,1612,7477,3699999999999,0,Espèces,4
13946,2019300,0,0,0,1120,1198,8299999999999,0,PayPal,1
13947,2019301,1861,0,6992049,711,5008,8699999999999,0,Virement bancaire,4
13948,2019302,1876,0,6992036,1463,7324,6800000000003,1,Espèces,1
13949,2019303,1860,0,6992049,902,2255,4499999999998,0,Virement bancaire,1
13950,2019304,0,0,6992036,755,280,56,0,Espèces,2
13951,2018610,0,0,6992049,856,3017,9400000000001,0,Carte bancaire,4
13952,2019305,1876,0,6992036,1079,6761,1999999999998,1,Espèces,4
13953,2019306,0,0,6992036,891,6989,0299999999997,1,Carte bancaire,2
13954,2019307,0,0,6992036,1755,874,13999999999999,1,Espèces,1
13955,2019308,1858,0,6992036,826,3933,7600000000002,1,Carte bancaire,3
13956,2019309,1873,0,6992036,78,4012,0700000000002,0,Espèces,3
13957,2019310,1860,0,6992049,1675,6025,7200000000003,0,Espèces,1
13958,2019311,1869,0,6992036,1512,2241,3400000000001,-1,PayPal,2
13959,2019312,0,0,6992049,1630,4441,2299999999996,0,Carte bancaire,1
13960,2019313,1857,0,6992049,1164,6211,6300000000001,1,PayPal,3
13961,2019314,1861,0,6992049,866,5551,0699999999997,-1,Espèces,4
13962,2019315,0,0,0,1216,4949,6899999999996,0,Virement bancaire,4
13963,2019316,1883,0,6992036,396,2106,7199999999998,0,Carte bancaire,5
13964,2019317,1861,0,6992049,502,4571,9799999999996,0,Espèces,2
13965,2019318,1873,0,6992036,1799,6169,21,-1,PayPal,5
13966,2019319,1873,0,6992036,1769,7190,4099999999999,0,Carte bancaire,5
13967,2019320,1869,0,6992036,972,868,95000000000005,1,PayPal,2
13968,2019321,0,0,0,265,1743,53,1,PayPal,2
13969,2019322,1873,0,6992036,1103,398,22000000000003,-1,Espèces,2
13970,2019323,0,0,0,944,2236,2399999999998,1,Virement bancaire,4
13971,2019324,1857,0,6992049,25,1154,0799999999999,0,Virement bancaire,2
13972,2019325,0,0,0,1224,6705,04,-1,Espèces,5
13973,2019326,1883,0,6992036,1435,4925,5,-1,Carte bancaire,3
13974,2019327,0,0,0,12,4389,6300000000001,1,Carte bancaire,5
13975,2019328,1860,0,6992049,1516,3468,6399999999999,-1,Espèces,4
13976,2019329,0,0,6992036,453,6463,8199999999997,0,Espèces,1
13977,2019330,1873,0,6992036,624,5654,3400000000001,0,Virement bancaire,5
13978,2019331,0,0,6992036,720,1636,02,-1,Carte bancaire,5
13979,2019332,0,0,6992036,1493,1985,98,-1,Virement bancaire,3
13980,2019333,0,0,6992036,810,2895,4099999999999,-1,PayPal,3
13981,2019334,1857,0,6992049,582,3373,23,1,Carte bancaire,1
13982,2019335,0,0,6992036,1055,5448,0600000000004,0,PayPal,4
13983,2019336,1877,0,6992036,79,4807,4700000000003,0,Espèces,2
13984,2019337,0,0,0,1551,436,57999999999998,1,PayPal,4
13985,2019338,0,0,6992049,1732,3699,4299999999998,1,PayPal,4
13986,2019339,0,0,0,102,120,83,1,Virement bancaire,2
13987,2019340,1858,0,6992036,1473,4244,9499999999998,-1,PayPal,3
13988,2019341,0,155,0,1173,5625,04,-1,PayPal,3
13989,2019342,0,176,0,846,809,20000000000005,1,Virement bancaire,3
13990,2019343,0,176,0,1054,5373,2399999999998,0,PayPal,4
13991,2019344,0,157,0,1072,3509,3600000000001,-1,Carte bancaire,3
13992,2019345,0,157,0,1644,1372,96,1,Virement bancaire,3
13993,2019346,0,154,0,1541,5205,2299999999996,1,PayPal,2
13994,2019347,0,163,0,874,641,89999999999998,0,PayPal,3
13995,2019348,0,158,0,91,4467,7700000000004,0,Espèces,4
13996,2019349,0,0,0,1438,2153,9000000000001,-1,Virement bancaire,3
13997,2019350,0,159,0,1539,2864,9899999999998,0,Virement bancaire,4
13998,2019351,0,133,0,1732,6635,3900000000003,0,PayPal,1
13999,2019352,0,163,0,146,2061,3899999999999,1,Virement bancaire,5
14000,2019353,0,154,0,1031,1957,1500000000001,1,PayPal,4
14001,2019354,0,43,0,869,939,46000000000004,0,PayPal,5
14002,2019355,0,0,0,317,5363,6400000000003,0,PayPal,5
14003,2019356,0,0,0,588,4656,6099999999997,1,Espèces,2
14004,2019357,0,159,0,1199,6025,8299999999999,1,PayPal,3
14005,2019358,0,176,0,1430,6961,1300000000001,-1,Espèces,5
14006,2019359,0,155,0,1030,7004,5699999999997,-1,Carte bancaire,5
14007,2019360,0,133,0,797,4216,0799999999999,1,Carte bancaire,4
14008,2019271,0,159,0,1230,1188,3699999999999,1,Carte bancaire,4
14009,2019361,0,163,0,877,1947,9000000000001,1,Virement bancaire,1
14010,2019362,0,133,0,86,4427,4499999999998,-1,PayPal,3
14011,2019363,0,157,0,637,1092,6099999999999,1,PayPal,1
14012,2019364,0,43,0,349,5697,8000000000002,0,Espèces,2
14013,2019365,0,163,0,971,6131,7299999999996,1,Virement bancaire,4
14014,2019366,0,176,0,386,6638,7799999999997,1,Espèces,2
14015,2019367,0,0,0,590,311,25999999999999,0,Carte bancaire,4
14016,2019368,0,176,0,1635,5895,1499999999996,0,PayPal,3
14017,2019369,0,155,0,1362,7277,6300000000001,-1,Espèces,2
14018,2019370,0,154,0,1330,4447,3000000000002,-1,Espèces,1
14019,2019371,0,0,0,1714,4049,6199999999999,-1,Carte bancaire,5
14020,2019372,0,163,0,1228,2837,3200000000002,1,Espèces,1
14021,2019373,0,157,0,1709,1671,2,-1,Carte bancaire,5
14022,2019374,0,157,0,1096,3085,8099999999999,0,Virement bancaire,2
14023,2019375,0,155,0,963,6892,6499999999996,0,Espèces,5
14024,2019376,0,154,0,203,665,61000000000001,0,Carte bancaire,3
14025,2019377,0,163,0,290,2995,7800000000002,-1,PayPal,3
14026,2019378,0,155,0,839,5119,0699999999997,1,Carte bancaire,1
14027,2019379,0,163,0,1798,3246,6100000000001,1,Espèces,1
14028,2019380,0,43,0,422,2755,9299999999998,1,Carte bancaire,5
14029,2019381,0,163,0,614,5448,6999999999998,1,Espèces,1
14030,2019382,0,163,0,324,4345,7799999999997,-1,Virement bancaire,3
14031,2019383,0,154,0,1334,3107,6199999999999,-1,Virement bancaire,3
14032,2019384,0,163,0,1692,2806,4899999999998,-1,Espèces,1
14033,2019385,0,0,0,1136,4798,5699999999997,1,Virement bancaire,4
14034,2019386,0,158,0,1023,2098,9000000000001,0,Carte bancaire,1
14035,2019387,0,159,0,1580,1709,21,1,Carte bancaire,2
14036,2019388,0,43,0,572,781,71000000000004,-1,Carte bancaire,1
14037,2019389,0,0,0,1279,798,88,0,Espèces,2
14038,2019390,0,176,0,211,1513,76,0,Virement bancaire,5
14039,2019391,0,158,0,603,5053,29,-1,Virement bancaire,5
14040,2019392,0,133,0,502,1372,6600000000001,1,Espèces,5
14041,2019393,0,155,0,33,2773,6199999999999,-1,Espèces,5
14042,2019394,0,157,0,287,1955,23,-1,PayPal,2
14043,2019395,0,0,0,1540,4558,0299999999997,0,Carte bancaire,2
14044,2019396,0,133,0,956,4646,5200000000004,1,Espèces,4
14045,2019397,0,157,0,56,6277,9099999999999,1,Virement bancaire,2
14046,2019398,0,158,0,299,2770,6799999999998,-1,PayPal,3
14047,2019399,0,159,0,748,4634,1899999999996,0,Carte bancaire,2
14048,2019400,1857,0,6992049,213,208,66,0,Carte bancaire,5
14049,2019401,1857,0,6992049,1666,2006,4200000000001,1,Carte bancaire,4
14050,2019402,1883,0,6992036,34,5319,9499999999998,0,Carte bancaire,1
14051,2019403,1873,0,6992036,146,3465,5999999999999,1,Espèces,5
14052,2019404,0,0,6992036,1729,2791,8099999999999,1,Espèces,5
14053,2019405,0,0,0,31,5521,3100000000004,0,Virement bancaire,5
14054,2019406,1873,0,6992036,1089,6758,9700000000003,1,Carte bancaire,5
14055,2019407,1877,0,6992036,1038,1894,7,0,PayPal,2
14056,2019408,0,0,6992036,436,3789,2600000000002,-1,Virement bancaire,1
14057,2019409,0,0,6992036,1527,4063,3000000000002,1,Espèces,2
14058,2019410,0,0,6992036,272,6471,8100000000004,0,Espèces,4
14059,2019411,1858,0,6992036,774,2569,73,1,PayPal,2
14060,2019412,1869,0,6992036,796,6580,8900000000003,0,Espèces,3
14061,2019413,1883,0,6992036,867,5516,3699999999999,-1,Virement bancaire,3
